source,source_doc_id,title,abstract,publication_year,publication_date,journal,article_date,article_year,journal_pub_date,journal_pub_year,clean_text
pubmed,39036690,Hemovigilance data: An effective approach for evaluating bacterial protection systems for platelet transfusions.,"BACKGROUND AND OBJECTIVE: Septic transfusion reactions due to bacterial contamination in platelet concentrates (PCs) are continually reported to hemovigilance (HV) programs. Worldwide, blood centers use different systems to avoid transfusion-associated bacterial sepsis in PCs. Herein, national HV data were gathered to compare bacterial protection systems and to assess the risk of bacterial contamination. MATERIALS AND METHODS: HV data with definite transfusion-associated bacterial sepsis in PCs were obtained from Australia, Canada, the United Kingdom (U. K.), and Switzerland between 2006 and 2016. These data were reviewed to evaluate bacterial protection systems including early small-volume (ESV), early large-volume (ELV), and delayed large-volume (DLV) bacterial culture screening and pathogen inactivation (PI) treatment. RESULTS: Implementation of DLV bacterial culture screening in the U. K. and PI treatment in Switzerland resulted in significant reductions (P < 0.05) in transfusion-associated bacterial sepsis for the period of 2011-2016 compared to the prior 4 years (2006-2010). Approximately 1.86 million DLV bacterial culture-screened PCs and 0.21 million PI-treated PCs were issued with no reported septic fatalities nor cases of life-threatening sepsis. In Australia, two life-threatening septic transfusion reactions (1.923 per million) were reported out of almost 1.04 million ELV bacterial culture-screened PCs, and no septic fatalities were reported. Meanwhile, in Canada, four life-threatening septic transfusion reactions (3.6/million) and one fatality (0.9/million) were observed in about 1.11 million ESV bacterial culture-screened PCs. CONCLUSION: DLV bacterial culture and PI treatment significantly reduced the incidence of septic reactions. The advantages and disadvantages of both systems merit further investigation before implementation.",2024,2024,Asian journal of transfusion science,2022-12-12,2022.0,2024,2024.0,"Hemovigilance data: An effective approach for evaluating bacterial protection systems for platelet transfusions. BACKGROUND AND OBJECTIVE: Septic transfusion reactions due to bacterial contamination in platelet concentrates (PCs) are continually reported to hemovigilance (HV) programs. Worldwide, blood centers use different systems to avoid transfusion-associated bacterial sepsis in PCs. Herein, national HV data were gathered to compare bacterial protection systems and to assess the risk of bacterial contamination. MATERIALS AND METHODS: HV data with definite transfusion-associated bacterial sepsis in PCs were obtained from Australia, Canada, the United Kingdom (U. K.), and Switzerland between 2006 and 2016. These data were reviewed to evaluate bacterial protection systems including early small-volume (ESV), early large-volume (ELV), and delayed large-volume (DLV) bacterial culture screening and pathogen inactivation (PI) treatment. RESULTS: Implementation of DLV bacterial culture screening in the U. K. and PI treatment in Switzerland resulted in significant reductions (P < 0.05) in transfusion-associated bacterial sepsis for the period of 2011-2016 compared to the prior 4 years (2006-2010). Approximately 1.86 million DLV bacterial culture-screened PCs and 0.21 million PI-treated PCs were issued with no reported septic fatalities nor cases of life-threatening sepsis. In Australia, two life-threatening septic transfusion reactions (1.923 per million) were reported out of almost 1.04 million ELV bacterial culture-screened PCs, and no septic fatalities were reported. Meanwhile, in Canada, four life-threatening septic transfusion reactions (3.6/million) and one fatality (0.9/million) were observed in about 1.11 million ESV bacterial culture-screened PCs. CONCLUSION: DLV bacterial culture and PI treatment significantly reduced the incidence of septic reactions. The advantages and disadvantages of both systems merit further investigation before implementation."
pubmed,39036681,Multisystem inflammatory syndrome in children with COVID-19 in a multitransfused patient.,"Multi-system inflammatory syndrome in children associated with COVID19 (MIS-C) is a unique clinical syndrome characterised by fever, gastrointestinal symptoms, skin and oral rash and or neurological symptoms in the presence of raised acute phase reactants and coagulopathy. Ferritin is an acute phase reactant which is used as a marker of inflammation. Diagnosis of MIS-C in the background of transfusion dependent thalassemia with iron overload needs a strong clinical suspicion. Early diagnosis and prompt treatment are necessary to ensure a rapid uneventful recovery. A three-year-old male child born to non-consanguineously related parents reported to pediatric emergency with difficulty breathing and pain abdomen for one day. The child was a diagnosed case of Beta thalassemia major since the age of one year and was on regular transfusions and was on iron chelation for past eleven months with deferrasirox. Initial clinical examination showed a sick and irritable child with tachypnea tachycardia and hypoxia. Initial investigations showed raised acute phase reactants along with severe anemia. The child was investigated for MIS-C because of unexpected rise of serum ferritin from 1980 ng/mL (October 2020) to 6686 ng/mL (in January 2021) despite being on regular chelation. Antibody titre for SARS COVID-19 was positive. The patient was treated with intravenous corticosteroids and improved with the same. The advent of COVID19 pandemic saw most children having a mild disease with no or minimal symptoms. Some kids however presented with more serious delayed symptoms of MIS-C. To diagnose same in multi transfused patients a strong clinical suspicion and just judgement based on the clinical and laboratory findings should be done. Unexplained rise in ferritin levels, typical symptoms and high probability of exposure to COVID19 helped in clinching diagnosis.",2024,2024,Asian journal of transfusion science,2022-12-12,2022.0,2024,2024.0,"Multisystem inflammatory syndrome in children with COVID-19 in a multitransfused patient. Multi-system inflammatory syndrome in children associated with COVID19 (MIS-C) is a unique clinical syndrome characterised by fever, gastrointestinal symptoms, skin and oral rash and or neurological symptoms in the presence of raised acute phase reactants and coagulopathy. Ferritin is an acute phase reactant which is used as a marker of inflammation. Diagnosis of MIS-C in the background of transfusion dependent thalassemia with iron overload needs a strong clinical suspicion. Early diagnosis and prompt treatment are necessary to ensure a rapid uneventful recovery. A three-year-old male child born to non-consanguineously related parents reported to pediatric emergency with difficulty breathing and pain abdomen for one day. The child was a diagnosed case of Beta thalassemia major since the age of one year and was on regular transfusions and was on iron chelation for past eleven months with deferrasirox. Initial clinical examination showed a sick and irritable child with tachypnea tachycardia and hypoxia. Initial investigations showed raised acute phase reactants along with severe anemia. The child was investigated for MIS-C because of unexpected rise of serum ferritin from 1980 ng/mL (October 2020) to 6686 ng/mL (in January 2021) despite being on regular chelation. Antibody titre for SARS COVID-19 was positive. The patient was treated with intravenous corticosteroids and improved with the same. The advent of COVID19 pandemic saw most children having a mild disease with no or minimal symptoms. Some kids however presented with more serious delayed symptoms of MIS-C. To diagnose same in multi transfused patients a strong clinical suspicion and just judgement based on the clinical and laboratory findings should be done. Unexplained rise in ferritin levels, typical symptoms and high probability of exposure to COVID19 helped in clinching diagnosis."
pubmed,39036680,Is tattooing associated with increased seroprevalence of transfusion-transmitted infections among blood donors: A single-center study from Southeastern India.,"INTRODUCTION: The regulations in India mandate a blanket deferral period of 12 months for donors from the time of acquiring a tattoo. The rationale is that using nonsterile needles, the same dyes for many persons, and other unhygienic practices result in the transmission of blood-borne infections. However, currently, autoclavable tattoo equipment, professional tattoo gun, single-use dye, and needle for tattooing have come up and are known to be devoid of the risks mentioned above. Hence, this study was designed to assess if the seroprevalence of transfusion-transmitted infections (TTIs) among tattooed blood donors was higher than in other nontattooed donors. METHODOLOGY: This cross-sectional comparative study was conducted in the Department of Transfusion Medicine at the tertiary care teaching hospital in Pondicherry from September 2017 to May 2019. The study group included blood donors in the age group of 18-60 years with one or more tattoos, and the control group was chosen among blood donors of the same age without a tattoo. The sampling technique was consecutive. The serological prevalence of the two groups was compared for HIV, hepatitis B virus, hepatitis C virus, Syphilis, and Malaria. RESULTS: A total of 368 donors were recruited for the study, 184 donors with tattoos and 184 donors without a tattoo. The detected seroprevalence of TTI among the tattooed and nontattooed groups was 3.8% and 4.3%, respectively. There was no significant association found between tattooing and seroprevalence of TTI. About 60% of the ones who got a tattoo had obtained it from a licensed tattoo parlor. CONCLUSION: We found that the seroprevalence of TTI among tattooed donors was similar to that of nontattooed donors. However, the seroprevalence among donors who had undergone more than one tattooing experience was higher than those who had a single tattooing event.",2024,2024,Asian journal of transfusion science,2022-12-12,2022.0,2024,2024.0,"Is tattooing associated with increased seroprevalence of transfusion-transmitted infections among blood donors: A single-center study from Southeastern India. INTRODUCTION: The regulations in India mandate a blanket deferral period of 12 months for donors from the time of acquiring a tattoo. The rationale is that using nonsterile needles, the same dyes for many persons, and other unhygienic practices result in the transmission of blood-borne infections. However, currently, autoclavable tattoo equipment, professional tattoo gun, single-use dye, and needle for tattooing have come up and are known to be devoid of the risks mentioned above. Hence, this study was designed to assess if the seroprevalence of transfusion-transmitted infections (TTIs) among tattooed blood donors was higher than in other nontattooed donors. METHODOLOGY: This cross-sectional comparative study was conducted in the Department of Transfusion Medicine at the tertiary care teaching hospital in Pondicherry from September 2017 to May 2019. The study group included blood donors in the age group of 18-60 years with one or more tattoos, and the control group was chosen among blood donors of the same age without a tattoo. The sampling technique was consecutive. The serological prevalence of the two groups was compared for HIV, hepatitis B virus, hepatitis C virus, Syphilis, and Malaria. RESULTS: A total of 368 donors were recruited for the study, 184 donors with tattoos and 184 donors without a tattoo. The detected seroprevalence of TTI among the tattooed and nontattooed groups was 3.8% and 4.3%, respectively. There was no significant association found between tattooing and seroprevalence of TTI. About 60% of the ones who got a tattoo had obtained it from a licensed tattoo parlor. CONCLUSION: We found that the seroprevalence of TTI among tattooed donors was similar to that of nontattooed donors. However, the seroprevalence among donors who had undergone more than one tattooing experience was higher than those who had a single tattooing event."
pubmed,39036677,Is neutropenic fever an obstacle to effective stem cell harvesting?,"INTRODUCTION: Autologous stem cell transplantation (ASCT) is a well-established consolidation treatment for many hematologic cancers which delivers prolonged survival. A subset of patients' adequate stem cell harvest is not achievable with a solitary use of granulocyte colony-stimulating agents (G-CSF). Generally, chemomobilization is employed for patients failing G-CSF and its most feared complication febrile neutropenia (FN). MATERIALS AND METHODS: Here, we aimed to investigate the impact of the FN in chemomobilization on apheresis outcomes and engraftment. One hundred and eighty-three patients with the diagnosis of lymphoma or myeloma who underwent chemomobilization between 2015 and 2020 were included in the study. RESULTS: Forty-three patients experienced FN. All patients received G-CSF. All myeloma patients were mobilized with 4 g/m2 cyclophosphamide, but it was heterogeneous for lymphoma patients. The precollection blood counts, harvested CD34+ hematopoietic stem cells (HSCs)/kg, apheresis count, and engraftment durations were recorded. Preapheresis leukocyte and platelet were lower in the FN group (P = 0,004 and P = 0,001). Peripheral CD34 HSCs and total harvested CD34 HSCs were similar among groups (P = 0.25 and P = 0.9). More apheresis was needed in the FN group, but it was not significant (P = 0.07). Undergoing ASCT was similar (P = 0.7); however, platelet and neutrophil engraftment durations were slower in the FN group (P = 0.05 and P = 0.001). CONCLUSION: Harvesting sufficient CD34+ HSCs from patients with FN is still feasible; however, FN treatment should begin promptly, and further apheresis sessions may be required.",2024,2024,Asian journal of transfusion science,2022-09-28,2022.0,2024,2024.0,"Is neutropenic fever an obstacle to effective stem cell harvesting? INTRODUCTION: Autologous stem cell transplantation (ASCT) is a well-established consolidation treatment for many hematologic cancers which delivers prolonged survival. A subset of patients' adequate stem cell harvest is not achievable with a solitary use of granulocyte colony-stimulating agents (G-CSF). Generally, chemomobilization is employed for patients failing G-CSF and its most feared complication febrile neutropenia (FN). MATERIALS AND METHODS: Here, we aimed to investigate the impact of the FN in chemomobilization on apheresis outcomes and engraftment. One hundred and eighty-three patients with the diagnosis of lymphoma or myeloma who underwent chemomobilization between 2015 and 2020 were included in the study. RESULTS: Forty-three patients experienced FN. All patients received G-CSF. All myeloma patients were mobilized with 4 g/m2 cyclophosphamide, but it was heterogeneous for lymphoma patients. The precollection blood counts, harvested CD34+ hematopoietic stem cells (HSCs)/kg, apheresis count, and engraftment durations were recorded. Preapheresis leukocyte and platelet were lower in the FN group (P = 0,004 and P = 0,001). Peripheral CD34 HSCs and total harvested CD34 HSCs were similar among groups (P = 0.25 and P = 0.9). More apheresis was needed in the FN group, but it was not significant (P = 0.07). Undergoing ASCT was similar (P = 0.7); however, platelet and neutrophil engraftment durations were slower in the FN group (P = 0.05 and P = 0.001). CONCLUSION: Harvesting sufficient CD34+ HSCs from patients with FN is still feasible; however, FN treatment should begin promptly, and further apheresis sessions may be required."
pubmed,39036676,Knowledge of blood transfusion practices among medical students and residents.,"A study was conducted to assess and compare the knowledge of blood transfusion practices among medical students and residents in Lebanese and Saudi medical institutions. The online survey consisted of 26 questions: 4 about personal data and experience with transfusion and 22 about knowledge on transfusion practices in the areas of blood donation and donor selection, production and storage of blood components, selection of appropriate blood components, administration of blood components, transfusion reactions, and complications. One hundred and twenty-six students from Saudi Arabia, 84 students from Lebanon, 31 residents from Saudi Arabia, and 23 residents from Lebanon participated in the survey. There were no significant differences between students' and residents' levels of knowledge. Similarly, there was no difference between the students' level of knowledge in the two countries. The correct responses (48% and 46%, for students and residents, respectively) were below the acceptable limit of 60% for both groups. This reflects the need for more vigorous and well-structured education and training for both students and residents.",2024,2024,Asian journal of transfusion science,2022-09-28,2022.0,2024,2024.0,"Knowledge of blood transfusion practices among medical students and residents. A study was conducted to assess and compare the knowledge of blood transfusion practices among medical students and residents in Lebanese and Saudi medical institutions. The online survey consisted of 26 questions: 4 about personal data and experience with transfusion and 22 about knowledge on transfusion practices in the areas of blood donation and donor selection, production and storage of blood components, selection of appropriate blood components, administration of blood components, transfusion reactions, and complications. One hundred and twenty-six students from Saudi Arabia, 84 students from Lebanon, 31 residents from Saudi Arabia, and 23 residents from Lebanon participated in the survey. There were no significant differences between students' and residents' levels of knowledge. Similarly, there was no difference between the students' level of knowledge in the two countries. The correct responses (48% and 46%, for students and residents, respectively) were below the acceptable limit of 60% for both groups. This reflects the need for more vigorous and well-structured education and training for both students and residents."
pubmed,39036675,Naturally occurring anti-P1 with high thermal amplitude complicating ABO blood grouping.,"Anti-P1 is immunoglobulin M type and occurs naturally; it is often detected as a weak- and cold-reactive antibody. However, in rare cases, it is reactive at 37°C or shows hemolytic transfusion reactions. The presence of high thermal amplitude of anti-P1 cannot be ignored and requires cross-match compatible red blood cells for transfusion. In the present study, we report three cases with ABO discrepancy due to anti-P1 that was identified as a cold-reacting antibody with high thermal amplitude.",2024,2024,Asian journal of transfusion science,2022-05-26,2022.0,2024,2024.0,"Naturally occurring anti-P1 with high thermal amplitude complicating ABO blood grouping. Anti-P1 is immunoglobulin M type and occurs naturally; it is often detected as a weak- and cold-reactive antibody. However, in rare cases, it is reactive at 37°C or shows hemolytic transfusion reactions. The presence of high thermal amplitude of anti-P1 cannot be ignored and requires cross-match compatible red blood cells for transfusion. In the present study, we report three cases with ABO discrepancy due to anti-P1 that was identified as a cold-reacting antibody with high thermal amplitude."
pubmed,39036673,Severe donor reaction as a hazard of replacement blood donation.,"Blood donation is generally considered to be a safe procedure, but occasionally adverse reactions of varying severity may occur predonation, donation, or postdonation phases. Various studies have reported the incidence of adverse donor reaction as 0.6%-5.6%. Donor reactions are classified into mild, moderate, and severe types or immediate and delayed. Although delayed reactions account for <2% of total adverse donor reactions, 27.6% are severe with or without injury. Herein, we report a case of potentially preventable delayed Grade 2 vasovagal reaction in a 56-year-old replacement blood donor.",2024,2024,Asian journal of transfusion science,2022-09-28,2022.0,2024,2024.0,"Severe donor reaction as a hazard of replacement blood donation. Blood donation is generally considered to be a safe procedure, but occasionally adverse reactions of varying severity may occur predonation, donation, or postdonation phases. Various studies have reported the incidence of adverse donor reaction as 0.6%-5.6%. Donor reactions are classified into mild, moderate, and severe types or immediate and delayed. Although delayed reactions account for <2% of total adverse donor reactions, 27.6% are severe with or without injury. Herein, we report a case of potentially preventable delayed Grade 2 vasovagal reaction in a 56-year-old replacement blood donor."
pubmed,39036337,"The Role of Adolescent Anxious Mood, Marijuana Use, and Locus of Control in the School to Prison Pipeline.","Racial disparities are evident in both educational outcomes and incarceration rates when comparing African American and white youth. It is essential to understand the school-to-prison pipeline and the ways in which school discipline practices and other factors disproportionately affect African American students, limit educational attainment, and increase risk for future incarceration in order to improve students' educational and life outcomes. This study explores how marijuana, anxiety and locus of control interact with school disciplinary practices in pushing students out of schools and into the criminal justice system. Analyses utilizing data from the Woodlawn Study, a longitudinal study of African Americans followed from first grade through adolescence, young adulthood, and midlife (n = 1,242), reveal that suspension or expulsion, frequent marijuana use, and locus of control (males only) all predict criminal justice system involvement above and beyond not graduating from high school, but do not interact significantly. This study offers avenues for intervention to reduce disparities.",2024,2024-May,Education and urban society,2022-09-21,2022.0,2024-May,2024.0,"The Role of Adolescent Anxious Mood, Marijuana Use, and Locus of Control in the School to Prison Pipeline. Racial disparities are evident in both educational outcomes and incarceration rates when comparing African American and white youth. It is essential to understand the school-to-prison pipeline and the ways in which school discipline practices and other factors disproportionately affect African American students, limit educational attainment, and increase risk for future incarceration in order to improve students' educational and life outcomes. This study explores how marijuana, anxiety and locus of control interact with school disciplinary practices in pushing students out of schools and into the criminal justice system. Analyses utilizing data from the Woodlawn Study, a longitudinal study of African Americans followed from first grade through adolescence, young adulthood, and midlife (n = 1,242), reveal that suspension or expulsion, frequent marijuana use, and locus of control (males only) all predict criminal justice system involvement above and beyond not graduating from high school, but do not interact significantly. This study offers avenues for intervention to reduce disparities."
pubmed,39035626,Corrigendum: Current Position of Sacral Neuromodulation in Treatment of Fecal Incontinence.,[This corrects the article DOI: 10.1055/s-0040-1714247.].,2021,2021-Jan,Clinics in colon and rectal surgery,2024-07-20,2024.0,2021-Jan,2021.0,Corrigendum: Current Position of Sacral Neuromodulation in Treatment of Fecal Incontinence. [This corrects the article DOI: 10.1055/s-0040-1714247.].
pubmed,39035422,"Programmatic mapping and estimating the population size of female sex workers, men who have sex with men, people who inject drugs and transgender populations in Kenya.","INTRODUCTION: Effective coverage of Human Immunodeficiency Virus prevention services for Key Populations (KPs) including female sex workers (FSWs), men who have sex with men (MSM), people who inject drugs (PWID) and transgender (TG) people necessitates periodic validation of physical venues and size estimates. Kenya conducted a robust size estimation of KPs in 2012 and a repeat mapping and size estimation exercise was conducted in 2018 to update KP Size Estimates and sub-typologies within each County for calculation of realistic program indicators. METHODS: A prospective mixed methods programmatic mapping approach adopted comprised two steps. The first step involved consolidating and documenting all known venues where KPs congregate while the second step included visiting and validating these venues confirming their active status. Data were collected in 34 out of 47 Counties in Kenya between January and March 2018. Data collected included estimated number of KPs (range), venue typology and timing of operation of each venue. RESULTS: We estimated a total number of 167,940 (129,271 to 206,609) FSWs; 32,580 (24,704 to 40,455) MSM; 16,063 (12,426 to 19,691) PWIDs and 4,305 (2,826 to 5,783) transgender people congregating at 10,250, 1,729, 401 and 1,218 venues respectively. Majority of the venues for FSW (81%), MSM (64%) and transgender people (67%) were bars with and without lodging, PWIDs were mostly found on streets and injecting dens (70%). Around 9% of FSW and MSM and11% of PWIDs were below the age of 18 years. CONCLUSION: This study provided information on young KPs, female PWIDs, MSWs and for the first time, TG people in Kenya. The exercise updated size estimates of KPs by typology and provided new evidence for resource allocation, planning of interventions and targets. Programmatic mapping continues to be a useful approach supporting programs to achieve high levels of coverage and prioritize resources.",2022,2022,Gates open research,2024-08-22,2024.0,2022,2022.0,"Programmatic mapping and estimating the population size of female sex workers, men who have sex with men, people who inject drugs and transgender populations in Kenya. INTRODUCTION: Effective coverage of Human Immunodeficiency Virus prevention services for Key Populations (KPs) including female sex workers (FSWs), men who have sex with men (MSM), people who inject drugs (PWID) and transgender (TG) people necessitates periodic validation of physical venues and size estimates. Kenya conducted a robust size estimation of KPs in 2012 and a repeat mapping and size estimation exercise was conducted in 2018 to update KP Size Estimates and sub-typologies within each County for calculation of realistic program indicators. METHODS: A prospective mixed methods programmatic mapping approach adopted comprised two steps. The first step involved consolidating and documenting all known venues where KPs congregate while the second step included visiting and validating these venues confirming their active status. Data were collected in 34 out of 47 Counties in Kenya between January and March 2018. Data collected included estimated number of KPs (range), venue typology and timing of operation of each venue. RESULTS: We estimated a total number of 167,940 (129,271 to 206,609) FSWs; 32,580 (24,704 to 40,455) MSM; 16,063 (12,426 to 19,691) PWIDs and 4,305 (2,826 to 5,783) transgender people congregating at 10,250, 1,729, 401 and 1,218 venues respectively. Majority of the venues for FSW (81%), MSM (64%) and transgender people (67%) were bars with and without lodging, PWIDs were mostly found on streets and injecting dens (70%). Around 9% of FSW and MSM and11% of PWIDs were below the age of 18 years. CONCLUSION: This study provided information on young KPs, female PWIDs, MSWs and for the first time, TG people in Kenya. The exercise updated size estimates of KPs by typology and provided new evidence for resource allocation, planning of interventions and targets. Programmatic mapping continues to be a useful approach supporting programs to achieve high levels of coverage and prioritize resources."
pubmed,39035421,"Burden, causes, and risk factors of perinatal mortality in Eastern Africa: a protocol for systematic review and meta-analysis.","BACKGROUND: Although global mortality rates in children under 5 years have decreased substantially in the last 30 years, there remain around 2.6 million stillbirths and 2.9 million neonatal deaths each year. The majority of these deaths occur in Africa and South Asia. To reduce perinatal deaths in East Africa, knowledge of the burden, but also the risk factors and causes of perinatal deaths are crucial. To the best of our knowledge, reviews have previously focused on the burden of perinatal deaths; here we aim to synthesize evidence on the burden, causes, and risk factors for perinatal mortality in East Africa. METHODS: We will conduct a systematic literature search in Medline, Web of Science, EMBASE, Global Health, SCOPUS, Cochrane Library, CINAHL, HINARI, African Index Medicus, African Journals Online (AJOL), and WHO African Regional Office (AFRO) Library. The study population includes all fetuses and newborns from ≥22 weeks of gestation (birth weight ≥500gm) to 7 days after birth, with reported causes or/and determinants as exposure, and perinatal mortality (stillbirths and/or early neonatal deaths) as an outcome. We will include studies from 2010 to 2022, and to facilitate the inclusion of up-to-date data, we will request recent data from ongoing surveillance in the region. To assess the quality of included studies, we will use the Joanna Briggs Institute quality assessment tool for observational and trial studies. We will analyze the data using STATA version 17 statistical software and assess heterogeneity and publication bias by Higgins' I 2 and funnel plot, respectively. CONCLUSIONS: This systematic review will search for published studies, and seek unpublished data, on the burden, causes, and risk factors of perinatal mortality in East Africa. Findings will be reported, and gaps in the evidence base identified, with recommendations, with the ultimate aim of reducing perinatal deaths. PROTOCOL REGISTRATION: PROSPERO-CRD42021291719.",2022,2022,Gates open research,2024-05-08,2024.0,2022,2022.0,"Burden, causes, and risk factors of perinatal mortality in Eastern Africa: a protocol for systematic review and meta-analysis. BACKGROUND: Although global mortality rates in children under 5 years have decreased substantially in the last 30 years, there remain around 2.6 million stillbirths and 2.9 million neonatal deaths each year. The majority of these deaths occur in Africa and South Asia. To reduce perinatal deaths in East Africa, knowledge of the burden, but also the risk factors and causes of perinatal deaths are crucial. To the best of our knowledge, reviews have previously focused on the burden of perinatal deaths; here we aim to synthesize evidence on the burden, causes, and risk factors for perinatal mortality in East Africa. METHODS: We will conduct a systematic literature search in Medline, Web of Science, EMBASE, Global Health, SCOPUS, Cochrane Library, CINAHL, HINARI, African Index Medicus, African Journals Online (AJOL), and WHO African Regional Office (AFRO) Library. The study population includes all fetuses and newborns from ≥22 weeks of gestation (birth weight ≥500gm) to 7 days after birth, with reported causes or/and determinants as exposure, and perinatal mortality (stillbirths and/or early neonatal deaths) as an outcome. We will include studies from 2010 to 2022, and to facilitate the inclusion of up-to-date data, we will request recent data from ongoing surveillance in the region. To assess the quality of included studies, we will use the Joanna Briggs Institute quality assessment tool for observational and trial studies. We will analyze the data using STATA version 17 statistical software and assess heterogeneity and publication bias by Higgins' I 2 and funnel plot, respectively. CONCLUSIONS: This systematic review will search for published studies, and seek unpublished data, on the burden, causes, and risk factors of perinatal mortality in East Africa. Findings will be reported, and gaps in the evidence base identified, with recommendations, with the ultimate aim of reducing perinatal deaths. PROTOCOL REGISTRATION: PROSPERO-CRD42021291719."
pubmed,39035067,An Energy Minimization Approach to Twinning with Variable Volume Fraction.,"In materials that undergo martensitic phase transformation, macroscopic loading often leads to the creation and/or rearrangement of elastic domains. This paper considers an example involving a single-crystal slab made from two martensite variants. When the slab is made to bend, the two variants form a characteristic microstructure that we like to call ""twinning with variable volume fraction."" Two 1996 papers by Chopra et al. explored this example using bars made from InTl, providing considerable detail about the microstructures they observed. Here we offer an energy-minimization-based model that is motivated by their account. It uses geometrically linear elasticity, and treats the phase boundaries as sharp interfaces. For simplicity, rather than model the experimental forces and boundary conditions exactly, we consider certain Dirichlet or Neumann boundary conditions whose effect is to require bending. This leads to certain nonlinear (and nonconvex) variational problems that represent the minimization of elastic plus surface energy (and the work done by the load, in the case of a Neumann boundary condition). Our results identify how the minimum value of each variational problem scales with respect to the surface energy density. The results are established by proving upper and lower bounds that scale the same way. The upper bounds are ansatz-based, providing full details about some (nearly) optimal microstructures. The lower bounds are ansatz-free, so they explain why no other arrangement of the two phases could be significantly better.",2024,2024,Journal Of Elasticity,2022-11-30,2022.0,2024,2024.0,"An Energy Minimization Approach to Twinning with Variable Volume Fraction. In materials that undergo martensitic phase transformation, macroscopic loading often leads to the creation and/or rearrangement of elastic domains. This paper considers an example involving a single-crystal slab made from two martensite variants. When the slab is made to bend, the two variants form a characteristic microstructure that we like to call ""twinning with variable volume fraction."" Two 1996 papers by Chopra et al. explored this example using bars made from InTl, providing considerable detail about the microstructures they observed. Here we offer an energy-minimization-based model that is motivated by their account. It uses geometrically linear elasticity, and treats the phase boundaries as sharp interfaces. For simplicity, rather than model the experimental forces and boundary conditions exactly, we consider certain Dirichlet or Neumann boundary conditions whose effect is to require bending. This leads to certain nonlinear (and nonconvex) variational problems that represent the minimization of elastic plus surface energy (and the work done by the load, in the case of a Neumann boundary condition). Our results identify how the minimum value of each variational problem scales with respect to the surface energy density. The results are established by proving upper and lower bounds that scale the same way. The upper bounds are ansatz-based, providing full details about some (nearly) optimal microstructures. The lower bounds are ansatz-free, so they explain why no other arrangement of the two phases could be significantly better."
pubmed,39022650,Applying Responsive Survey Design to Small-Scale Surveys: Campus Surveys of Sexual Misconduct.,"Responsive survey design is a technique aimed at improving the efficiency or quality of surveys by using incoming data from the field to make design changes. The technique was pioneered on large national surveys, but the tools can also be applied on the smaller-scale surveys most commonly used by sociologists. We demonstrate responsive survey design in a small-scale, list-based sample survey of students on the topic of sexual misconduct. We investigate the impact of individual incentive levels and a two-phase responsive design with changes to mode of contact as approaches for limiting the potential of nonresponse bias in data from such surveys. Our analyses demonstrate that a two-phase design introducing telephone and face-to-face reminders to complete the survey can produce stronger change in response rates and characteristics of those who respond than higher incentive levels. These findings offer tools for sociologists designing smaller-scale surveys of special populations or sensitive topics.",2023,2023-Nov,Sociological methods & research,2021-07-30,2021.0,2023-Nov,2023.0,"Applying Responsive Survey Design to Small-Scale Surveys: Campus Surveys of Sexual Misconduct. Responsive survey design is a technique aimed at improving the efficiency or quality of surveys by using incoming data from the field to make design changes. The technique was pioneered on large national surveys, but the tools can also be applied on the smaller-scale surveys most commonly used by sociologists. We demonstrate responsive survey design in a small-scale, list-based sample survey of students on the topic of sexual misconduct. We investigate the impact of individual incentive levels and a two-phase responsive design with changes to mode of contact as approaches for limiting the potential of nonresponse bias in data from such surveys. Our analyses demonstrate that a two-phase design introducing telephone and face-to-face reminders to complete the survey can produce stronger change in response rates and characteristics of those who respond than higher incentive levels. These findings offer tools for sociologists designing smaller-scale surveys of special populations or sensitive topics."
